review_id,customer_id,review_text,sentiment
REV-965,CUST-103778,Customer support never responded about my blender refund request.,negative
REV-966,CUST-103371,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-967,CUST-102204,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-968,CUST-103229,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-969,CUST-105886,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-970,CUST-102147,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-971,CUST-102471,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-972,CUST-105711,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-973,CUST-100449,"The backpack broke after one week, very disappointed with the quality.",negative
REV-974,CUST-105896,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-975,CUST-102025,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-976,CUST-100396,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-977,CUST-103898,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-978,CUST-100900,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-979,CUST-105056,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-980,CUST-105445,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-981,CUST-101760,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-982,CUST-103182,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-983,CUST-104211,Delivery took way too long and the blender arrived damaged.,negative
REV-984,CUST-101400,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-985,CUST-105990,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-986,CUST-101987,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-987,CUST-102478,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-988,CUST-100346,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-989,CUST-101734,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-990,CUST-102229,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-991,CUST-105283,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-992,CUST-105977,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-993,CUST-101208,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-994,CUST-102269,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-995,CUST-105703,Customer support never responded about my phone case refund request.,negative
REV-996,CUST-103576,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-997,CUST-103166,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-998,CUST-104739,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-999,CUST-104148,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-1000,CUST-104975,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1001,CUST-102309,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1002,CUST-102312,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1003,CUST-104200,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-1004,CUST-104712,Customer support never responded about my phone case refund request.,negative
REV-1005,CUST-105485,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-1006,CUST-100673,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1007,CUST-101549,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1008,CUST-102044,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-1009,CUST-103916,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1010,CUST-101353,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1011,CUST-102666,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-1012,CUST-102142,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-1013,CUST-101441,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1014,CUST-104639,Delivery took way too long and the office chair arrived damaged.,negative
REV-1015,CUST-105470,Delivery took way too long and the phone case arrived damaged.,negative
REV-1016,CUST-102597,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1017,CUST-104662,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1018,CUST-105673,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1019,CUST-105563,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1020,CUST-101096,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1021,CUST-103120,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1022,CUST-104543,Customer support never responded about my backpack refund request.,negative
REV-1023,CUST-103882,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1024,CUST-102615,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1025,CUST-104625,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-1026,CUST-104122,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1027,CUST-104196,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1028,CUST-105705,Customer support never responded about my phone case refund request.,negative
REV-1029,CUST-105473,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1030,CUST-103436,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1031,CUST-101061,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1032,CUST-105165,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1033,CUST-103543,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1034,CUST-105640,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-1035,CUST-105173,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1036,CUST-105851,Customer support never responded about my office chair refund request.,negative
REV-1037,CUST-105150,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-1038,CUST-103724,"Would not recommend, the sneakers did not match the description at all.",negative
REV-1039,CUST-103234,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1040,CUST-104042,"Would not recommend, the blender did not match the description at all.",negative
REV-1041,CUST-104493,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-1042,CUST-101189,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1043,CUST-102689,Customer support never responded about my office chair refund request.,negative
REV-1044,CUST-102353,Delivery took way too long and the office chair arrived damaged.,negative
REV-1045,CUST-103620,"The office chair broke after one week, very disappointed with the quality.",negative
REV-1046,CUST-105373,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1047,CUST-100434,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1048,CUST-101970,Customer support never responded about my office chair refund request.,negative
REV-1049,CUST-101920,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-1050,CUST-102374,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1051,CUST-103918,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-1052,CUST-100125,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-1053,CUST-105109,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-1054,CUST-103528,Customer support never responded about my sneakers refund request.,negative
REV-1055,CUST-104756,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1056,CUST-103161,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-1057,CUST-104606,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-1058,CUST-103568,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-1059,CUST-101139,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1060,CUST-104268,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-1061,CUST-103055,"Would not recommend, the sneakers did not match the description at all.",negative
REV-1062,CUST-105125,"Would not recommend, the backpack did not match the description at all.",negative
REV-1063,CUST-104809,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-1064,CUST-104154,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1065,CUST-100793,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1066,CUST-100920,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1067,CUST-100092,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-1068,CUST-105785,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1069,CUST-102119,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1070,CUST-104885,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-1071,CUST-102915,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1072,CUST-100736,Customer support never responded about my blender refund request.,negative
REV-1073,CUST-102406,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1074,CUST-105420,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-1075,CUST-102127,Customer support never responded about my backpack refund request.,negative
REV-1076,CUST-103893,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1077,CUST-104239,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1078,CUST-102821,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1079,CUST-104483,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1080,CUST-103983,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-1081,CUST-100090,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-1082,CUST-103393,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1083,CUST-101897,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1084,CUST-102111,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-1085,CUST-105480,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-1086,CUST-103998,Customer support never responded about my wireless earbuds refund request.,negative
REV-1087,CUST-105910,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1088,CUST-104463,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1089,CUST-100523,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1090,CUST-101379,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-1091,CUST-102115,"Would not recommend, the backpack did not match the description at all.",negative
REV-1092,CUST-103314,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-1093,CUST-104924,Customer support never responded about my phone case refund request.,negative
REV-1094,CUST-104360,Customer support never responded about my blender refund request.,negative
REV-1095,CUST-101940,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1096,CUST-104248,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1097,CUST-102074,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-1098,CUST-101306,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-1099,CUST-102118,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1100,CUST-104550,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1101,CUST-100503,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1102,CUST-100389,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1103,CUST-105397,Customer support never responded about my blender refund request.,negative
REV-1104,CUST-104810,Delivery took way too long and the blender arrived damaged.,negative
REV-1105,CUST-103413,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-1106,CUST-105309,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1107,CUST-104160,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1108,CUST-105039,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1109,CUST-104696,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1110,CUST-104774,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1111,CUST-105907,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1112,CUST-101937,Delivery took way too long and the backpack arrived damaged.,negative
REV-1113,CUST-100286,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1114,CUST-105549,"The backpack broke after one week, very disappointed with the quality.",negative
REV-1115,CUST-105066,Customer support never responded about my coffee maker refund request.,negative
REV-1116,CUST-101755,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1117,CUST-105410,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1118,CUST-101091,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1119,CUST-103891,"Overpriced for what you get, the coffee maker feels cheap and flimsy.",negative
REV-1120,CUST-100502,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1121,CUST-103803,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1122,CUST-102713,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1123,CUST-103947,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1124,CUST-105972,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1125,CUST-105607,"The office chair broke after one week, very disappointed with the quality.",negative
REV-1126,CUST-101151,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1127,CUST-101080,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1128,CUST-105369,"The blender broke after one week, very disappointed with the quality.",negative
REV-1129,CUST-102256,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1130,CUST-104896,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-1131,CUST-104724,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1132,CUST-102960,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1133,CUST-103674,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1134,CUST-104449,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1135,CUST-102315,Delivery took way too long and the office chair arrived damaged.,negative
REV-1136,CUST-101305,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1137,CUST-101459,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1138,CUST-104850,Customer support never responded about my office chair refund request.,negative
REV-1139,CUST-105314,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1140,CUST-101038,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-1141,CUST-101351,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-1142,CUST-105475,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1143,CUST-101975,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1144,CUST-102986,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1145,CUST-101094,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-1146,CUST-102022,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1147,CUST-105957,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1148,CUST-100705,Customer support never responded about my sneakers refund request.,negative
REV-1149,CUST-103059,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1150,CUST-101370,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-1151,CUST-104748,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-1152,CUST-102506,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-1153,CUST-103820,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-1154,CUST-101045,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1155,CUST-101506,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1156,CUST-101149,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-1157,CUST-100247,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1158,CUST-100585,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1159,CUST-104407,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1160,CUST-101891,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1161,CUST-101664,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1162,CUST-102785,Customer support never responded about my blender refund request.,negative
REV-1163,CUST-101262,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1164,CUST-102468,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1165,CUST-103897,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-1166,CUST-102460,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1167,CUST-102726,"The office chair broke after one week, very disappointed with the quality.",negative
REV-1168,CUST-101762,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-1169,CUST-103538,Customer support never responded about my office chair refund request.,negative
REV-1170,CUST-104366,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1171,CUST-102724,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1172,CUST-102134,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-1173,CUST-101100,Customer support never responded about my blender refund request.,negative
REV-1174,CUST-103075,"Would not recommend, the sneakers did not match the description at all.",negative
REV-1175,CUST-100700,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-1176,CUST-101435,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1177,CUST-103796,"The office chair broke after one week, very disappointed with the quality.",negative
REV-1178,CUST-104128,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1179,CUST-100730,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1180,CUST-104968,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1181,CUST-103762,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1182,CUST-102240,"The sneakers broke after one week, very disappointed with the quality.",negative
REV-1183,CUST-103537,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1184,CUST-104895,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1185,CUST-101745,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1186,CUST-103116,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1187,CUST-101540,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1188,CUST-104602,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-1189,CUST-102526,Customer support never responded about my wireless earbuds refund request.,negative
REV-1190,CUST-100454,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-1191,CUST-100987,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1192,CUST-100502,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1193,CUST-105377,"Would not recommend, the backpack did not match the description at all.",negative
REV-1194,CUST-100923,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1195,CUST-102777,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1196,CUST-100621,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-1197,CUST-102997,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1198,CUST-103718,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1199,CUST-102061,"Would not recommend, the blender did not match the description at all.",negative
REV-1200,CUST-105215,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-1201,CUST-100743,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1202,CUST-103173,Delivery took way too long and the backpack arrived damaged.,negative
REV-1203,CUST-103501,Delivery took way too long and the backpack arrived damaged.,negative
REV-1204,CUST-104299,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1205,CUST-100670,Delivery took way too long and the phone case arrived damaged.,negative
REV-1206,CUST-104771,Customer support never responded about my phone case refund request.,negative
REV-1207,CUST-102099,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-1208,CUST-101213,"Would not recommend, the office chair did not match the description at all.",negative
REV-1209,CUST-105937,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1210,CUST-103921,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-1211,CUST-104027,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-1212,CUST-102928,"Overpriced for what you get, the coffee maker feels cheap and flimsy.",negative
REV-1213,CUST-101611,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1214,CUST-101312,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-1215,CUST-101474,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1216,CUST-103949,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-1217,CUST-100706,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1218,CUST-103405,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-1219,CUST-100806,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1220,CUST-104688,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1221,CUST-102362,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1222,CUST-105805,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-1223,CUST-103201,"Would not recommend, the sneakers did not match the description at all.",negative
REV-1224,CUST-101310,Customer support never responded about my office chair refund request.,negative
REV-1225,CUST-102098,"The blender broke after one week, very disappointed with the quality.",negative
REV-1226,CUST-103454,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-1227,CUST-105354,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1228,CUST-100254,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-1229,CUST-104971,"Would not recommend, the backpack did not match the description at all.",negative
REV-1230,CUST-104128,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1231,CUST-104530,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-1232,CUST-100597,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1233,CUST-104379,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1234,CUST-102668,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-1235,CUST-101227,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1236,CUST-100945,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-1237,CUST-103241,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1238,CUST-104522,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-1239,CUST-104050,"The sneakers broke after one week, very disappointed with the quality.",negative
REV-1240,CUST-101367,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1241,CUST-101956,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-1242,CUST-102647,"Would not recommend, the blender did not match the description at all.",negative
REV-1243,CUST-101061,Customer support never responded about my office chair refund request.,negative
REV-1244,CUST-105081,Customer support never responded about my blender refund request.,negative
REV-1245,CUST-100960,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1246,CUST-103797,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-1247,CUST-105713,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1248,CUST-105335,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-1249,CUST-102951,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-1250,CUST-102778,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1251,CUST-100593,"The office chair broke after one week, very disappointed with the quality.",negative
REV-1252,CUST-102294,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1253,CUST-100438,Customer support never responded about my office chair refund request.,negative
REV-1254,CUST-103784,Delivery took way too long and the phone case arrived damaged.,negative
REV-1255,CUST-104511,"Would not recommend, the phone case did not match the description at all.",negative
REV-1256,CUST-103300,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1257,CUST-103717,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-1258,CUST-100849,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1259,CUST-101513,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1260,CUST-103281,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1261,CUST-102154,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1262,CUST-101225,"Would not recommend, the sneakers did not match the description at all.",negative
REV-1263,CUST-104943,"The sneakers broke after one week, very disappointed with the quality.",negative
REV-1264,CUST-100176,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-1265,CUST-100205,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1266,CUST-102378,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1267,CUST-105751,"Overpriced for what you get, the coffee maker feels cheap and flimsy.",negative
REV-1268,CUST-103742,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1269,CUST-105896,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1270,CUST-104255,Customer support never responded about my backpack refund request.,negative
REV-1271,CUST-101155,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1272,CUST-103053,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-1273,CUST-105499,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-1274,CUST-102067,Delivery took way too long and the office chair arrived damaged.,negative
REV-1275,CUST-100608,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-1276,CUST-100154,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1277,CUST-102527,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1278,CUST-100777,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-1279,CUST-100989,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1280,CUST-102637,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1281,CUST-102373,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-1282,CUST-101340,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1283,CUST-104810,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-1284,CUST-100056,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1285,CUST-103118,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-1286,CUST-103834,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1287,CUST-103845,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-1288,CUST-100252,"Would not recommend, the blender did not match the description at all.",negative
REV-1289,CUST-103008,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1290,CUST-100873,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-1291,CUST-103203,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-1292,CUST-100092,"The backpack broke after one week, very disappointed with the quality.",negative
REV-1293,CUST-103585,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1294,CUST-103245,Delivery took way too long and the blender arrived damaged.,negative
REV-1295,CUST-102181,Customer support never responded about my phone case refund request.,negative
REV-1296,CUST-105820,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-1297,CUST-102693,"Would not recommend, the sneakers did not match the description at all.",negative
REV-1298,CUST-101487,Customer support never responded about my office chair refund request.,negative
REV-1299,CUST-100841,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1300,CUST-105490,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1301,CUST-100161,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1302,CUST-103312,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1303,CUST-100967,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1304,CUST-102551,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1305,CUST-104689,Delivery took way too long and the office chair arrived damaged.,negative
REV-1306,CUST-101614,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1307,CUST-100416,"The backpack broke after one week, very disappointed with the quality.",negative
REV-1308,CUST-104798,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1309,CUST-104204,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-1310,CUST-102317,"Great customer support when my backpack had an issue, resolved quickly.",positive
